Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Wright medical group n.v.,WMGI,"",0.0,0.0,0.0,0.0079,755,-100000.0,-100.0,soldall,0.0000000,Q3 2018,HEALTH CARE,13F,06/30/2019,28.7521
Src energy inc,SRCI,"",0.0,0.0,0.0,0.0083,756,-650000.0,-100.0,soldall,0.0000000,Q4 2018,ENERGY,13F,06/30/2019,4.7323
General motors co warrant b,GM.WS,"",0.0,0.0,0.0,0.0036,757,-75000.0,-100.0,soldall,0.0000000,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,
Fortress biotech inc,FBIO,"",0.0,0.0,0.0,0.0002,758,-50000.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,3.5012
Splunk inc,SPLK,"",0.0,0.0,0.0,0.0093,759,-30000.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,124.6
Luxoft holding co.,LXFT,"",0.0,0.0,0.0,0.0632,760,-430300.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,58.71
Paylocity holding corp,PCTY,"",0.0,0.0,0.0,0.01,761,-45000.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,89.19
Atlantica yield plc,AY,"",0.0,0.0,0.0,0.0545,762,-1119624.0,-100.0,soldall,0.0000000,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,19.5125
T2 biosystems inc,TTOO,"",0.0,0.0,0.0,0.0026,763,-400000.0,-100.0,soldall,0.0000000,Q3 2018,HEALTH CARE,13F,06/30/2019,5.23
Alibaba group holding ltd adr,BABA,"",0.0,0.0,0.0,0.0365,764,-80000.0,-100.0,soldall,0.0000000,Q2 2018,COMMUNICATIONS,13F,06/30/2019,169.6065
Dermira inc,DERM,"",0.0,0.0,0.0,0.0432,765,-1275000.0,-100.0,soldall,0.0000000,Q1 2018,HEALTH CARE,13F,06/30/2019,9.2941
Viewray inc,VRAY,"",0.0,0.0,0.0,0.0018,766,-99000.0,-100.0,soldall,0.0000000,Q3 2018,HEALTH CARE,13F,06/30/2019,9.36
Axalta coating systems ltd,AXTA,"",0.0,0.0,0.0,0.0274,767,-434998.0,-100.0,soldall,0.0000000,Q2 2016,MATERIALS,13F,06/30/2019,28.0624
Infrareit inc,HIFR,"",0.0,0.0,0.0,0.0524,768,-1000000.0,-100.0,soldall,0.0000000,Q1 2016,REAL ESTATE,13F,06/30/2019,20.5006
Godaddy inc,GDDY,"",0.0,0.0,0.0,0.0517,769,-275000.0,-100.0,soldall,0.0000000,Q2 2017,COMMUNICATIONS,13F,06/30/2019,75.19
Topbuild corp,BLD,"",0.0,0.0,0.0,0.1232,770,-760368.0,-100.0,soldall,0.0000000,Q1 2018,INDUSTRIALS,13F,06/30/2019,56.0813
Chemours co (the),CC,"",0.0,0.0,0.0,0.076,771,-818009.0,-100.0,soldall,0.0000000,Q1 2016,MATERIALS,13F,06/30/2019,34.4138
Aimmune therapeutics inc,AIMT,"",0.0,0.0,0.0,0.0224,772,-400000.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2019,23.92
Voyager therapeutics inc,VYGR,"",0.0,0.0,0.0,0.0179,773,-375000.0,-100.0,soldall,0.0000000,Q1 2016,HEALTH CARE,13F,06/30/2019,12.543
Welbilt inc,WBT,"",0.0,0.0,0.0,0.0075,774,-183794.0,-100.0,soldall,0.0000000,Q1 2019,INDUSTRIALS,13F,06/30/2019,16.38
Irhythm technologies inc,IRTC,"",0.0,0.0,0.0,0.0225,775,-120000.0,-100.0,soldall,0.0000000,Q2 2017,HEALTH CARE,13F,06/30/2019,56.1901
Myovant sciences ltd,MYOV,"",0.0,0.0,0.0,0.0254,776,-425000.0,-100.0,soldall,0.0000000,Q4 2016,HEALTH CARE,13F,06/30/2019,12.6786
Okta inc,OKTA,"",0.0,0.0,0.0,0.0114,777,-55000.0,-100.0,soldall,0.0000000,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,65.5209
Vantage energy acquisition corp,VEAC,"",0.0,0.0,0.0,0.1035,778,-4050000.0,-100.0,soldall,0.0000000,Q1 2018,FINANCE,13F,06/30/2019,9.78
Vantage energy acquisition corporation,VEACW,"",0.0,0.0,0.0,0.0009,779,-1583333.0,-100.0,soldall,N/A,Q1 2018, ,13F,06/30/2019,
Brighthouse financial inc,BHF,"",0.0,0.0,0.0,0.0045,780,-49531.0,-100.0,soldall,0.0000000,Q3 2017,FINANCE,13F,06/30/2019,56.7848
Inflarx nv,IFRX,"",0.0,0.0,0.0,0.2147,781,-2271959.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,13F,06/30/2019,29.1658
Spotify technology sa,SPOT,"",0.0,0.0,0.0,0.0573,782,-165000.0,-100.0,soldall,0.0000000,Q2 2018,COMMUNICATIONS,13F,06/30/2019,138.8
Forty seven inc,FTSV,"",0.0,0.0,0.0,0.0008,783,-19324.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,13F,06/30/2019,15.9408
Magnolia oil and gas corporation,MGY/WS,"",0.0,0.0,0.0,0.0004,784,-42628.0,-100.0,soldall,N/A,Q3 2018, ,13F,06/30/2019,
Sonos inc,SONO,"",0.0,0.0,0.0,0.0064,785,-250000.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,10.29
Arco platform ltd,ARCE,"",0.0,0.0,0.0,0.002,786,-25000.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,22.8
Garrett motion inc,GTX,"",0.0,0.0,0.0,0.001,787,-27919.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,12.34
Svmk inc,SVMK,"",0.0,0.0,0.0,0.0046,788,-100000.0,-100.0,soldall,0.0000000,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,16.03
Axonics modulation technologies inc,AXNX,"",0.0,0.0,0.0,0.0016,789,-26917.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,23.95
Amci acquisition corp,AMCIU,"",0.0,0.0,0.0,0.0455,790,-1800000.0,-100.0,soldall,No Data,Q4 2018,FINANCE,13F,06/30/2019,9.95
Elastic nv,ESTC,"",0.0,0.0,0.0,0.003,791,-15000.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,71.48
Anaplan inc,PLAN,"",0.0,0.0,0.0,0.0025,792,-25000.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,26.54
Dell technologies inc,DELL,"",0.0,0.0,0.0,0.0173,793,-117724.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,48.87
Tortoise acquisition corp units,SHLL.UN,"",0.0,0.0,0.0,0.0506,794,-2025000.0,-100.0,soldall,No Data,Q1 2019,FINANCE,13F,06/30/2019,9.99
Shockwave medical inc,SWAV,"",0.0,0.0,0.0,0.0167,795,-200000.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,13F,06/30/2019,33.47
Fox corp class a,FOXA,"",0.0,0.0,0.0,0.0406,796,-441830.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,36.71
