Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Hudson ltd,HUD,"",360000.0,4964000.0,0.0317,0.0231,611,107510.0,42.579904,addition,0.3896526,Q1 2018,TRANSPORTS,13F,06/30/2019,13.7619
Dominion energy inc,D,"",64016.0,4950000.0,0.0316,0.2638,612,-453525.0,-87.630738,reduction,0.0080080,Q3 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,68.1034
Bloom energy corp,BE,"",401330.0,4924000.0,0.0315,0.0155,613,220624.0,122.090025,addition,No Data,Q3 2018,INDUSTRIALS,13F,06/30/2019,12.5627
Extraction oil & gas inc,XOG,"",1136707.0,4922000.0,0.0315,0.0065,614,903812.0,388.07703,addition,0.6980086,Q4 2016,ENERGY,13F,06/30/2019,4.4166
Conmed corp.,CNMD,"",57182.0,4893000.0,0.0313,0.0065,615,45464.0,387.984298,addition,0.2031332,Q1 2018,HEALTH CARE,13F,06/30/2019,83.0617
Valmont industries  inc.,VMI,"",38481.0,4880000.0,0.0312,,616,38481.0,,new,0.1753121,Q2 2019,INDUSTRIALS,13F,06/30/2019,126.81
National storage affiliates trust,NSA,"",167239.0,4840000.0,0.0309,0.0043,617,144335.0,630.173769,addition,0.2940207,Q4 2018,REAL ESTATE,13F,06/30/2019,28.6004
Fluor corp.,FLR,CALL,150000.0,4809000.0,0.0307,,618,150000.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Horizon therapeutics plc,HZNP,PUT,200000.0,4754000.0,0.0304,,619,200000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Realpage inc,RP,"",80607.0,4744000.0,0.0303,,620,80607.0,,new,0.0852173,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,58.85
The medicines co,MDCO,"",129837.0,4735000.0,0.0303,,621,129837.0,,new,0.1757880,Q1 2018,HEALTH CARE,13F,06/30/2019,36.47
Bottomline technologies inc,EPAY,"",106943.0,4731000.0,0.0302,,622,106943.0,,new,0.2476106,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,44.24
Cadence bancorp,CADE,"",226979.0,4721000.0,0.0302,0.0178,623,82415.0,57.009352,addition,0.1762259,Q1 2018,FINANCE,13F,06/30/2019,23.7735
Planet fitness inc,PLNT,"",65081.0,4714000.0,0.0301,,624,65081.0,,new,0.0699269,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,72.44
Ringcentral inc,RNG,"",40974.0,4709000.0,0.0301,0.0195,625,13756.0,50.540084,addition,0.0500049,Q1 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,93.3444
Huntington ingalls industries inc,HII,"",20930.0,4704000.0,0.0301,,626,20930.0,,new,0.0503730,Q4 2015,INDUSTRIALS,13F,06/30/2019,224.74
Newmont goldcorp corp,NEM,"",120665.0,4642000.0,0.0297,0.0633,627,-145435.0,-54.654265,reduction,0.0226529,Q4 2016,MATERIALS,13F,06/30/2019,34.5643
Sonoco products co.,SON,"",70543.0,4609000.0,0.0295,0.0117,628,41896.0,146.249171,addition,0.0705218,Q3 2017,MATERIALS,13F,06/30/2019,62.1796
Williams cos. (the),WMB,"",163949.0,4597000.0,0.0294,,629,163949.0,,new,0.0135300,Q4 2017,ENERGY,13F,06/30/2019,28.04
First horizon national corp. (first national bank  memphis  tn),FHN,"",306524.0,4576000.0,0.0292,0.0219,630,70677.0,29.967309,addition,0.0965643,Q1 2019,FINANCE,13F,06/30/2019,14.199
Keysight technologies inc,KEYS,"",50893.0,4571000.0,0.0292,0.4417,631,-710930.0,-93.319577,reduction,0.0270722,Q4 2016,HEALTH CARE,13F,06/30/2019,55.8642
Apollo commercial real estate finance,ARI,"",248251.0,4565000.0,0.0292,0.0067,632,192825.0,347.896294,addition,0.1616954,Q1 2019,REAL ESTATE,13F,06/30/2019,18.3476
First solar inc,FSLR,CALL,72500.0,4561000.0,0.0291,,633,72500.0,,new,N/A,Q2 2019,INDUSTRIALS,13F,06/30/2019,
Laredo petroleum inc,LPI,"",1571420.0,4557000.0,0.0291,0.0039,634,1383170.0,734.75166,addition,0.6642797,Q3 2015,ENERGY,13F,06/30/2019,2.9228
Ishares china large-cap etf,FXI,CALL,106600.0,4531000.0,0.029,,635,106600.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,
Veeva systems inc,VEEV,"",27918.0,4526000.0,0.0289,0.018,636,6581.0,30.843136,addition,0.0190658,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,113.4925
Ametek inc.,AME,"",49649.0,4510000.0,0.0288,0.1608,637,-241863.0,-82.968454,reduction,0.0218218,Q2 2017,INDUSTRIALS,13F,06/30/2019,79.731
Livanova plc,LIVN,"",62659.0,4509000.0,0.0288,,638,62659.0,,new,0.1270201,Q2 2019,HEALTH CARE,13F,06/30/2019,71.96
Seaworld entertainment  inc.,SEAS,"",144655.0,4484000.0,0.0287,0.2747,639,-1459257.0,-90.981114,reduction,0.1717993,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,17.5981
Centennial resource development inc,CDEV,"",589791.0,4477000.0,0.0286,,640,589791.0,,new,0.2133600,Q3 2018,MATERIALS,13F,06/30/2019,7.59
Principal financial group,PFG,"",76542.0,4433000.0,0.0283,,641,76542.0,,new,0.0275024,Q4 2015,FINANCE,13F,06/30/2019,57.92
Rollins  inc.,ROL,"",123338.0,4424000.0,0.0283,0.0057,642,102851.0,502.030556,addition,0.0376570,Q3 2018,INDUSTRIALS,13F,06/30/2019,36.7449
Thermo fisher scientific  inc.,TMO,PUT,15000.0,4417000.0,0.0282,0.0655,643,-21000.0,-58.333333,reduction,N/A,Q1 2019,HEALTH CARE,13F,06/30/2019,
Fluor corp.,FLR,"",130824.0,4407000.0,0.0282,,644,130824.0,,new,0.0937068,Q3 2015,INDUSTRIALS,13F,06/30/2019,33.69
Dropbox inc,DBX,CALL,176200.0,4407000.0,0.0282,0.0254,645,1200.0,0.685714,addition,N/A,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Biomarin pharmaceutical inc,BMRN,CALL,50000.0,4396000.0,0.0281,,646,50000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Electronic arts  inc.,EA,PUT,46000.0,4385000.0,0.028,,647,46000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Western digital corp,WDC,PUT,109500.0,4384000.0,0.028,,648,109500.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Allscripts healthcare solutions inc,MDRX,"",375344.0,4365000.0,0.0279,0.0637,649,-629449.0,-62.644644,reduction,0.2255131,Q2 2016,HEALTH CARE,13F,06/30/2019,9.74
Gw pharmaceuticals plc adr,GWPH,PUT,25000.0,4341000.0,0.0277,,650,25000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Monro muffler brake  inc.,MNRO,"",50677.0,4323000.0,0.0276,0.1926,651,-284083.0,-84.861692,reduction,0.1531027,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,84.68
Floor & decor holdings inc,FND,"",102873.0,4310000.0,0.0275,0.0403,652,-44226.0,-30.065466,reduction,0.1047160,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,38.4052
Biohaven pharmaceutical holding co ltd,BHVN,"",97341.0,4263000.0,0.0272,,653,97341.0,,new,0.2185965,Q2 2018,HEALTH CARE,13F,06/30/2019,43.79
Warrior met coal inc,HCC,"",162769.0,4252000.0,0.0272,0.1256,654,-458500.0,-73.80056,reduction,0.3156885,Q1 2018,MATERIALS,13F,06/30/2019,25.7101
Stmicroelectronics n.v. ads adr,STM,CALL,250000.0,4245000.0,0.0271,,655,250000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Vici properties inc,VICI,"",192549.0,4244000.0,0.0271,0.1007,656,-499442.0,-72.174638,reduction,0.0417668,Q1 2019,REAL ESTATE,13F,06/30/2019,21.88
Cbre group inc common stock class a,CBRE,"",82277.0,4221000.0,0.027,0.0359,657,-26980.0,-24.69407,reduction,0.0244675,Q3 2016,REAL ESTATE,13F,06/30/2019,48.561
Crowdstrike holdings inc,CRWD,"",61761.0,4218000.0,0.027,,658,61761.0,,new,No Data,Q2 2019, ,13F,06/30/2019,68.29
Public service enterprise group inc,PEG,"",71633.0,4213000.0,0.0269,,659,71633.0,,new,0.0141848,Q3 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,58.82
Verisk analytics inc,VRSK,"",28662.0,4198000.0,0.0268,,660,28662.0,,new,0.0175121,Q2 2019,INDUSTRIALS,13F,06/30/2019,146.46
Walt disney co. (the),DIS,"",30017.0,4192000.0,0.0268,1.0343,661,-1371077.0,-97.857603,reduction,0.0020135,Q4 2016,COMMUNICATIONS,13F,06/30/2019,113.6782
Qorvo inc,QRVO,"",62916.0,4191000.0,0.0268,0.0601,662,-63160.0,-50.096767,reduction,0.0532961,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,70.8798
Dillards inc.,DDS,"",67271.0,4190000.0,0.0268,0.0225,663,20332.0,43.315793,addition,0.2552979,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,75.7431
Pacific biosciences of california  inc.,PACB,"",689280.0,4170000.0,0.0267,0.0692,664,-749776.0,-52.101933,reduction,0.4514540,Q3 2017,HEALTH CARE,13F,06/30/2019,7.1837
Twitter inc,TWTR,CALL,117500.0,4115000.0,0.0263,,665,117500.0,,new,N/A,Q2 2019,COMMUNICATIONS,13F,06/30/2019,
Axogen inc,AXGN,"",207706.0,4113000.0,0.0263,0.0247,666,31597.0,17.941729,addition,0.5332632,Q2 2018,HEALTH CARE,13F,06/30/2019,20.8683
Tribune media co,TRCO,"",88714.0,4100000.0,0.0262,0.0246,667,8558.0,10.67668,addition,0.1004916,Q2 2018,COMMUNICATIONS,13F,06/30/2019,44.5766
Palo alto networks inc,PANW,CALL,20000.0,4090000.0,0.0261,,668,20000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Ptc therapeutics inc,PTCT,"",90038.0,4052000.0,0.0259,0.0397,669,-68713.0,-43.283507,reduction,0.1540955,Q3 2017,HEALTH CARE,13F,06/30/2019,37.64
Nutanix inc,NTNX,CALL,152800.0,4045000.0,0.0259,,670,152800.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Taylor morrison home corp,TMHC,"",191924.0,4023000.0,0.0257,0.0854,671,-531955.0,-73.486729,reduction,0.1787501,Q3 2016,INDUSTRIALS,13F,06/30/2019,18.2723
Bank of montreal (nyse),BMO,"",53318.0,4023000.0,0.0257,,672,53318.0,,new,0.0083483,Q2 2019,FINANCE,13F,06/30/2019,75.45
Bright horizons family solutions  inc.,BFAM,"",26577.0,4010000.0,0.0256,0.0511,673,-33826.0,-56.00053,reduction,0.0457672,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,124.5947
Camden property trust,CPT,"",38119.0,3979000.0,0.0254,0.273,674,-366381.0,-90.576267,reduction,0.0384225,Q4 2016,REAL ESTATE,13F,06/30/2019,92.0363
Garmin ltd,GRMN,"",49780.0,3972000.0,0.0254,0.0595,675,-53798.0,-51.939601,reduction,0.0251313,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,64.5243
Five9 inc,FIVN,CALL,75000.0,3965000.0,0.0253,,676,75000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Sprouts farmers market inc,SFM,"",209717.0,3962000.0,0.0253,0.0375,677,-52404.0,-19.992294,reduction,0.1777865,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,25.1027
Targa resources inc,TRGP,"",100869.0,3960000.0,0.0253,,678,100869.0,,new,0.0433882,Q4 2014,ENERGY,13F,06/30/2019,39.26
Hewlett packard enterprise co,HPE,PUT,265000.0,3959000.0,0.0253,,679,265000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Franks international n.v.,FI,"",722676.0,3946000.0,0.0252,,680,722676.0,,new,0.3210466,Q2 2019,ENERGY,13F,06/30/2019,5.46
Red hat inc,RHT,PUT,21000.0,3939000.0,0.0252,,681,21000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Envestnet inc,ENV,"",57576.0,3936000.0,0.0252,0.0029,682,51010.0,776.880902,addition,0.1180804,Q4 2017,COMMUNICATIONS,13F,06/30/2019,67.1835
Levi strauss & co,LEVI,"",188471.0,3935000.0,0.0251,,683,188471.0,,new,0.0480181,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,20.88
Berkeley (w.r.) corp.,WRB,"",59412.0,3917000.0,0.025,0.1702,684,-393751.5,-86.8895,reduction,0.0324620,Q1 2016,FINANCE,13F,06/30/2019,63.1591
Nine energy service inc,NINE,"",225668.0,3911000.0,0.025,,685,225668.0,,new,0.7348356,Q2 2019,ENERGY,13F,06/30/2019,17.33
Sleep number corp,SNBR,"",96489.0,3897000.0,0.0249,0.0314,686,-4145.0,-4.118886,reduction,0.3202423,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,33.4615
Torchmark corp. (liberty national life insurance),TMK,"",43503.0,3892000.0,0.0249,0.0795,687,-102397.0,-70.183002,reduction,0.0394370,Q1 2016,FINANCE,13F,06/30/2019,82.121
Charter communications inc,CHTR,"",9807.0,3876000.0,0.0248,0.0129,688,4202.0,74.968778,addition,0.0043897,Q2 2016,COMMUNICATIONS,13F,06/30/2019,367.5922
Atlassian corp plc,TEAM,"",29542.0,3865000.0,0.0247,0.0658,689,-58480.0,-66.437936,reduction,0.0278173,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,107.664
Oceaneering international inc.,OII,"",189125.0,3856000.0,0.0246,0.0417,690,-208619.0,-52.450571,reduction,0.1911705,Q1 2019,ENERGY,13F,06/30/2019,15.77
Red robin gourmet burgers inc,RRGB,"",125107.0,3825000.0,0.0244,0.021,691,15463.0,14.102915,addition,0.9645875,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,29.0275
Tjx companies inc.,TJX,"",72154.0,3816000.0,0.0244,0.7157,692,-1950707.0,-96.433072,reduction,0.0059398,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,56.9521
Comerica  inc. (detroit  mi) (detroit bank & trust),CMA,"",51916.0,3771000.0,0.0241,0.1209,693,-196181.0,-79.074314,reduction,0.0328749,Q2 2014,FINANCE,13F,06/30/2019,71.7087
Foot locker inc. (f. w. woolworth),FL,"",89687.0,3760000.0,0.024,,694,89687.0,,new,0.0798566,Q1 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,41.92
Clear channel outdoor holdings inc,CCO,"",795410.0,3754000.0,0.024,,695,795410.0,,new,0.2175748,Q2 2019,COMMUNICATIONS,13F,06/30/2019,4.72
Rent-a-center inc.,RCII,"",140811.0,3750000.0,0.024,0.0038,696,113341.0,412.599199,addition,0.2608577,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,24.5933
Flagstar bancorp inc,FBC,"",112755.0,3737000.0,0.0239,0.0308,697,-28059.0,-19.926286,reduction,0.1952468,Q2 2018,FINANCE,13F,06/30/2019,32.4466
Synovus financial corp. (columbus  ga),SNV,CALL,110000.0,3722000.0,0.0238,,698,110000.0,,new,N/A,Q2 2019,FINANCE,13F,06/30/2019,
Copa holdings s.a.,CPA,"",37928.0,3701000.0,0.0237,,699,37928.0,,new,0.0900475,Q2 2019,TRANSPORTS,13F,06/30/2019,97.57
Vericel corp,VCEL,"",193914.0,3663000.0,0.0234,0.0248,700,-19043.0,-8.942181,reduction,0.4416169,Q4 2018,HEALTH CARE,13F,06/30/2019,17.4954
Omnicom group inc.,OMC,"",44702.0,3663000.0,0.0234,0.0072,701,29895.0,201.897751,addition,0.0199839,Q3 2018,COMMUNICATIONS,13F,06/30/2019,78.9821
Portola pharmaceuticals inc,PTLA,"",133381.0,3619000.0,0.0231,,702,133381.0,,new,0.1958317,Q2 2019,HEALTH CARE,13F,06/30/2019,27.13
Brinker international inc.,EAT,"",91977.0,3619000.0,0.0231,0.0149,703,41633.0,82.697044,addition,0.2452720,Q1 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,40.9941
Cheniere energy inc,LNG,"",52819.0,3615000.0,0.0231,,704,52819.0,,new,0.0205194,Q2 2019,ENERGY,13F,06/30/2019,68.45
Spdr dow jones industrial average etf trust,DIA,"",13533.0,3598000.0,0.023,,705,13533.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,265.85
Universal display corp,OLED,"",19123.0,3596000.0,0.023,,706,19123.0,,new,0.0405922,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,188.06
Voyager therapeutics inc,VYGR,CALL,129600.0,3594000.0,0.023,,707,129600.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Eagle materials inc.,EXP,"",38300.0,3550000.0,0.0227,0.0173,708,7357.0,23.775975,addition,0.0834423,Q1 2013,MATERIALS,13F,06/30/2019,85.9135
Thomson reuters corp.,TRI,"",55061.0,3549000.0,0.0227,0.0068,709,37790.0,218.806091,addition,0.0109760,Q1 2017,COMMUNICATIONS,13F,06/30/2019,62.8101
Aptargroup  inc.,ATR,"",28484.0,3542000.0,0.0226,0.0124,710,10950.0,62.450097,addition,0.0452055,Q4 2017,MATERIALS,13F,06/30/2019,113.4961
Kontoor brands inc,KTB,"",126161.0,3535000.0,0.0226,,711,126161.0,,new,0.2227419,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,28.02
Propetro holding corp,PUMP,"",170086.0,3521000.0,0.0225,0.0087,712,112145.0,193.550336,addition,0.1693746,Q1 2019,ENERGY,13F,06/30/2019,21.3268
Zillow group inc. class b,ZG,"",76569.0,3504000.0,0.0224,,713,76569.0,,new,0.1304412,Q2 2019,COMMUNICATIONS,13F,06/30/2019,45.76
Cornerstone ondemand inc,CSOD,"",60299.0,3493000.0,0.0223,0.0101,714,32544.0,117.254549,addition,0.1010880,Q2 2015,INFORMATION TECHNOLOGY,13F,06/30/2019,56.0293
Smucker (j.m.) co.,SJM,"",30196.0,3478000.0,0.0222,0.0649,715,-53579.0,-63.955834,reduction,0.0265459,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,116.5
Hibbett sports  inc.,HIBB,"",191012.0,3476000.0,0.0222,0.0496,716,-136265.0,-41.635984,reduction,1.0386732,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,22.81
Aimmune therapeutics inc,AIMT,"",165678.0,3449000.0,0.022,0.0047,717,133765.0,419.155203,addition,0.2651272,Q1 2018,HEALTH CARE,13F,06/30/2019,22.8576
Lear corp,LEA,CALL,25000.0,3444000.0,0.022,,718,25000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Ralph lauren corp. class a,RL,"",30260.0,3437000.0,0.022,0.152,719,-146079.0,-82.839871,reduction,0.0384889,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,133.106
Rogers corp.,ROG,"",19847.0,3425000.0,0.0219,,720,19847.0,,new,0.1071074,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,172.58
Texas instruments  inc.,TXN,"",29731.0,3412000.0,0.0218,0.0022,721,26613.0,853.527903,addition,0.0031675,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,112.7913
Abbvie inc,ABBV,"",46884.0,3409000.0,0.0218,0.043,722,-33372.0,-41.581938,reduction,0.0031714,Q1 2015,HEALTH CARE,13F,06/30/2019,88.232
Brown & brown inc.,BRO,"",101285.0,3393000.0,0.0217,,723,101285.0,,new,0.0362120,Q2 2019,FINANCE,13F,06/30/2019,33.5
Meredith corp.,MDP,"",61108.0,3365000.0,0.0215,0.0087,724,37462.0,158.428487,addition,0.1355546,Q1 2019,COMMUNICATIONS,13F,06/30/2019,55.1374
Snap inc class a,SNAP,PUT,230000.0,3349000.0,0.0214,,725,230000.0,,new,N/A,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,
Stitch fix inc,SFIX,CALL,106000.0,3342000.0,0.0214,,726,106000.0,,new,N/A,Q2 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,
Nevro corp,NVRO,"",51255.0,3323000.0,0.0212,0.0046,727,40160.0,361.964849,addition,0.1679391,Q2 2016,HEALTH CARE,13F,06/30/2019,60.4754
Tripadvisor inc,TRIP,CALL,70000.0,3311000.0,0.0212,,728,70000.0,,new,N/A,Q4 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,
Kansas city southern industries inc.,KSU,"",27143.0,3307000.0,0.0211,0.0306,729,-12481.0,-31.498587,reduction,0.0268902,Q4 2015,TRANSPORTS,13F,06/30/2019,115.98
Stamps.com inc,STMP,"",72779.0,3295000.0,0.0211,0.0021,730,68829.0,1742.506329,addition,0.4020939,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,53.1536
Coherus biosciences inc,CHRS,CALL,150000.0,3266000.0,0.0209,,731,150000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Redfin corp,RDFN,CALL,176200.0,3263000.0,0.0209,,732,176200.0,,new,N/A,Q2 2019,REAL ESTATE,13F,06/30/2019,
Vonage holdings corp.,VG,"",287610.0,3259000.0,0.0208,0.0138,733,80623.0,38.950755,addition,0.1199074,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,10.4016
Procter & gamble co. (oh) (1905),PG,"",29616.0,3247000.0,0.0208,0.1869,734,-240503.0,-89.035943,reduction,0.0011748,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,81.1774
Builders firstsource inc,BLDR,"",192340.0,3243000.0,0.0207,0.0547,735,-424391.0,-68.812983,reduction,0.1667302,Q1 2019,INDUSTRIALS,13F,06/30/2019,13.34
La-z-boy inc,LZB,"",105645.0,3239000.0,0.0207,0.0296,736,-29229.0,-21.671338,reduction,0.2264145,Q3 2015,CONSUMER DISCRETIONARY,13F,06/30/2019,28.5719
New york times  inc. class a,NYT,"",98567.0,3215000.0,0.0205,0.045,737,-107648.0,-52.201828,reduction,0.0594063,Q4 2017,COMMUNICATIONS,13F,06/30/2019,22.6851
Wells fargo & co.  (northwest bancorporation),WFC,"",67783.0,3207000.0,0.0205,0.1233,738,-316001.0,-82.338242,reduction,0.0013896,Q2 2015,FINANCE,13F,06/30/2019,49.3037
Hca healthcare inc,HCA,PUT,25000.0,3206000.0,0.0205,,739,25000.0,,new,N/A,Q2 2019,HEALTH CARE,13F,06/30/2019,
Orchard therapeutics plc,ORTX,"",229093.0,3205000.0,0.0205,,740,229093.0,,new,0.2667905,Q2 2019,HEALTH CARE,13F,06/30/2019,13.99
Helmerich & payne  inc.,HP,"",62679.0,3173000.0,0.0203,0.0163,741,18490.0,41.842993,addition,0.0572882,Q2 2016,ENERGY,13F,06/30/2019,56.4617
Reliance steel & aluminum co.,RS,"",33392.0,3160000.0,0.0202,0.0235,742,-5690.0,-14.559132,reduction,0.0497794,Q3 2015,MATERIALS,13F,06/30/2019,90.26
Mettler-toledo international  inc.,MTD,"",3747.0,3147000.0,0.0201,0.0157,743,474.0,14.482126,addition,0.0150845,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,665.1194
Carbon black inc,CBLK,PUT,188000.0,3145000.0,0.0201,,744,188000.0,,new,N/A,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,
Cargurus inc,CARG,"",86986.0,3141000.0,0.0201,0.0072,745,59917.0,221.349145,addition,0.0785143,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,36.7759
Equinor asa,EQNR,"",158529.0,3136000.0,0.02,,746,158529.0,,new,0.0047624,Q3 2018,ENERGY,13F,06/30/2019,19.78
Viasat inc.,VSAT,"",38767.0,3133000.0,0.02,0.0171,747,5607.0,16.908926,addition,0.0640989,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,66.39
Arconic inc. (alcoa),ARNC,"",121008.0,3124000.0,0.02,0.0078,748,59866.0,97.913055,addition,0.0267079,Q2 2018,INDUSTRIALS,13F,06/30/2019,22.8835
Zoom video communications inc,ZM,"",35160.0,3122000.0,0.02,,749,35160.0,,new,0.0137135,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,88.79
Cit group inc (del),CIT,"",59402.0,3121000.0,0.0199,0.0449,750,-81455.0,-57.828152,reduction,0.0616459,Q4 2017,FINANCE,13F,06/30/2019,48.0091
Ishares msci saudi arabia capped etf,KSA,"",94339.0,3115000.0,0.0199,,751,94339.0,,new,No Data,Q2 2019,FINANCE,13F,06/30/2019,33.02
Waters corporation,WAT,"",14433.0,3107000.0,0.0199,0.0098,752,8565.0,145.961145,addition,0.0203971,Q1 2016,HEALTH CARE,13F,06/30/2019,203.7459
Servicemaster global holdings inc,SERV,"",59620.0,3106000.0,0.0199,0.0037,753,47873.0,407.533838,addition,0.0438511,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,51.028
Twin river worldwide holdings inc,TRWH,"",104251.0,3101000.0,0.0198,0.0096,754,56222.0,117.058444,addition,0.2533439,Q1 2019,REAL ESTATE,13F,06/30/2019,29.8421
Vistra energy cp,VST,"",136465.0,3090000.0,0.0197,0.021,755,15189.0,12.524325,addition,0.0282759,Q2 2017,ENERGY,13F,06/30/2019,22.3697
American tower corp.  class a,AMT,"",15077.0,3082000.0,0.0197,0.0296,756,-7533.0,-33.317116,reduction,0.0034178,Q4 2016,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,149.5306
Tanger factory outlet centers inc,SKT,"",188642.0,3058000.0,0.0195,0.0214,757,35557.0,23.226965,addition,0.2008112,Q1 2017,REAL ESTATE,13F,06/30/2019,22.0696
Fortinet inc,FTNT,CALL,40000.0,3045000.0,0.0195,,758,40000.0,,new,N/A,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,
Amarin corp. adr,AMRN,CALL,160000.0,3042000.0,0.0194,,759,160000.0,,new,N/A,Q3 2018,HEALTH CARE,13F,06/30/2019,
Healthcare services group inc,HCSG,"",99934.0,3030000.0,0.0194,0.0447,760,-103878.0,-50.967558,reduction,0.1349730,Q4 2018,INDUSTRIALS,13F,06/30/2019,35.7895
Bristol-myers squibb co,BMY,"",66761.0,3028000.0,0.0194,0.1067,761,-269704.0,-80.158115,reduction,0.0040890,Q1 2015,HEALTH CARE,13F,06/30/2019,57.8027
Cisco systems  inc.,CSCO,"",55127.0,3017000.0,0.0193,0.017,762,7707.0,16.252636,addition,0.0011443,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,52.8794
Gatx corporation (general american tank - general american transportation),GATX,"",37943.0,3009000.0,0.0192,,763,37943.0,,new,0.1040960,Q2 2019,INDUSTRIALS,13F,06/30/2019,79.29
J2 global inc,JCOM,"",33834.0,3008000.0,0.0192,0.0139,764,9626.0,39.763714,addition,0.0694031,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,86.1831
Armstrong world industries inc.,AWI,"",30849.0,2999000.0,0.0192,0.053,765,-69430.0,-69.236829,reduction,0.0636062,Q4 2013,INDUSTRIALS,13F,06/30/2019,79.42
Weingarten realty investors,WRI,"",108499.0,2975000.0,0.019,,766,108499.0,,new,0.0843366,Q2 2019,REAL ESTATE,13F,06/30/2019,27.42
Retail value inc,RVI,"",85491.0,2975000.0,0.019,0.0316,767,-67059.0,-43.958702,reduction,0.4490074,Q2 2018,REAL ESTATE,13F,06/30/2019,32.1618
